days,date,Game,Watch time,Stream time,Peak viewers,Peak channels,Streamers,Average viewers,Average channels,Average viewer ratio,Followers gained,Views gained
14d,4/02/19,Battlefield V,219483000,6314220,144098,1739,32925,10887,313,34.76,66144,5238129
14d,4/02/19,Tom Clancy's Rainbow Six: Siege,215994840,20136720,29977,1783,69082,10714,998,10.73,148921,5305264
14d,4/02/19,Call of Duty: Black Ops 4,215815500,21735360,60162,2102,54430,10705,1078,9.93,104799,2562877
14d,4/02/19,Old School RuneScape,200429100,3241020,83930,255,6275,9941,160,61.84,89086,2853308
14d,4/02/19,Satisfactory,167322420,6075480,59800,1348,11378,8299,301,27.54,32682,3294765
14d,4/02/19,Talk Shows & Podcasts,162726120,2050620,295875,271,7843,8071,101,79.35,46131,7189660
14d,4/02/19,Special Events,160410540,466740,86771,73,1406,7956,23,343.68,41645,11050620
14d,4/02/19,Music & Performing Arts,155673960,6539580,14925,447,8870,7721,324,23.8,131317,3221289
14d,4/02/19,Minecraft,133125300,10408920,31581,1013,33357,6603,516,12.79,180001,2701832
14d,4/02/19,Poker,125580360,1702080,25020,209,2305,6229,84,73.78,35268,2496940
14d,4/02/19,StarCraft II,121877880,1834140,36018,144,4007,6045,90,66.45,20169,3364756
14d,4/02/19,Art,117189840,7447740,16904,593,17906,5812,369,15.73,74530,2458699
14d,4/02/19,Slots,113438760,1009380,23507,95,1622,5626,50,112.38,13932,941806
14d,4/02/19,Super Smash Bros. Ultimate,99422520,2924460,32812,353,7645,4931,145,34,49540,2025837
14d,4/02/19,Rocket League,96280680,6692160,37946,603,33725,4775,331,14.39,63053,2042308
14d,4/02/19,Outward,86844960,1405560,33927,253,3681,4307,69,61.79,14621,1574251
14d,4/02/19,FINAL FANTASY XIV Online,86810640,4128060,132239,522,8009,4306,204,21.03,25929,1966252
14d,4/02/19,World of Tanks,83182560,3090840,20075,366,5912,4126,153,26.91,20425,1870766
14d,4/02/19,Destiny 2,81679680,8080380,9202,814,18266,4051,400,10.11,34706,1092352
14d,4/02/19,ASMR,80187780,1064280,22549,73,873,3977,52,75.34,24245,1035938
14d,4/02/19,Risk of Rain 2,73990020,3063420,39442,871,11626,3670,151,24.15,9060,1237708
14d,4/02/19,Escape From Tarkov,70210620,4049520,17436,357,6117,3482,200,17.34,26996,1295896
14d,4/02/19,Black Desert Online,69240780,3569880,5846,264,5629,3434,177,19.4,26610,1621437
14d,4/02/19,Warcraft III: The Frozen Throne,65378940,1145160,10148,97,1637,3243,56,57.09,7102,1208640
14d,4/02/19,MLB The Show 19,64897560,819600,26978,326,4935,3219,40,79.18,24760,1085584
14d,4/02/19,Street Fighter V,64880340,826080,50356,83,2149,3218,40,78.54,8441,1926623
14d,4/02/19,Heroes of the Storm,57930480,2125260,13775,190,4244,2873,105,27.26,8068,1391631
14d,4/02/19,Mortal Kombat 11,56224500,507300,54538,201,1980,2788,25,110.83,21000,1121897
14d,4/02/19,Sea of Thieves,54883200,3902760,14694,448,9515,2722,193,14.06,23056,836579
14d,4/02/19,Rust,54329400,2750580,34709,268,6183,2694,136,19.75,28064,938804
14d,4/02/19,Tropico 6,54108420,474600,30684,160,1482,2683,23,114.01,5088,1220142
14d,4/02/19,The Elder Scrolls Online,52537980,2137440,22789,205,4497,2606,106,24.58,12439,1255702
14d,4/04/19,League of Legends,2781557280,52942260,348415,3857,106080,137974,2626,52.54,795458,59034523
14d,4/04/19,Fortnite,2653679820,219525600,392338,23473,544244,131630,10889,12.09,2512583,43616806
14d,4/04/19,Grand Theft Auto V,2390701620,17782080,249827,1593,41422,118586,882,134.44,1079380,34084192
14d,4/04/19,Sekiro: Shadows Die Twice,1652308200,32314740,279037,4679,82755,81959,1602,51.13,317562,35035441
14d,4/04/19,Just Chatting,1549264500,24000600,197778,1776,82283,76848,1190,64.55,970021,41177796
14d,4/04/19,Apex Legends,1181347500,79648140,170913,7462,212877,58598,3950,14.83,572221,25806878
14d,4/04/19,Dota 2,1134425640,13300200,357971,1294,25479,56271,659,85.29,235979,22468354
14d,4/04/19,Counter-Strike: Global Offensive,946271280,24515160,291062,2364,78491,46938,1216,38.6,455048,28041910
14d,4/04/19,PLAYERUNKNOWN'S BATTLEGROUNDS,571569060,22567980,93332,1730,43916,28351,1119,25.33,305605,16779699
14d,4/04/19,Overwatch,521323320,20690040,259090,1602,60152,25859,1026,25.2,182456,9655684
14d,4/04/19,Hearthstone,425458260,3633840,107496,293,9391,21104,180,117.08,57574,8208748
14d,4/04/19,World of Warcraft,394119060,18793380,83100,2455,31228,19549,932,20.97,100251,10420438
14d,4/04/19,FIFA 19,386386860,7155660,284352,902,24989,19166,354,54,182927,11957276
14d,4/04/19,Auto Chess,364348980,4097940,41428,331,7986,18072,203,88.91,59129,5773838
14d,4/04/19,Magic: The Gathering,271579560,2208780,155987,206,5249,13471,109,122.95,42177,6529686
14d,4/04/19,Call of Duty: Black Ops 4,246733380,22288800,72152,2218,56324,12238,1105,11.07,111528,2943479
14d,4/04/19,Battlefield V,232833120,6828000,144098,1739,34684,11549,338,34.1,70174,5538981
14d,4/04/19,Path of Exile,231819060,6903180,27952,598,11462,11498,342,33.58,30828,3714300
14d,4/04/19,Tom Clancy's Rainbow Six: Siege,223122120,20485140,45739,1783,71009,11067,1016,10.89,150568,5635496
14d,4/04/19,Dead by Daylight,219909060,10699260,42579,914,25326,10908,530,20.55,103347,3685728
14d,4/04/19,Tom Clancy's The Division 2,218853060,19527540,32463,2044,50575,10855,968,11.21,58614,3949246
14d,4/04/19,Old School RuneScape,204555180,3257040,83930,253,6308,10146,161,62.8,85043,2857213
14d,4/04/19,Special Events,162180840,449280,86771,73,1392,8044,22,360.98,43349,11069278
14d,4/04/19,Talk Shows & Podcasts,158315400,2060820,295875,271,7814,7852,102,76.82,46758,6970309
14d,4/04/19,Music & Performing Arts,156792720,6541260,18195,447,8971,7777,324,23.97,111921,2939141
14d,4/04/19,Minecraft,132581340,10430460,34213,1013,33563,6576,517,12.71,173017,2661456
14d,4/04/19,Satisfactory,130542960,5226180,36074,714,10236,6475,259,24.98,29248,2576750
14d,4/04/19,Poker,122199660,1676040,25020,209,2353,6061,83,72.91,31717,2432772
14d,4/04/19,StarCraft II,116829300,1840500,36018,144,4075,5795,91,63.48,19572,2884114
14d,4/04/19,Art,116103780,7429800,16904,593,17899,5759,368,15.63,73077,2424897
14d,4/04/19,Slots,115927620,1013160,23507,95,1596,5750,50,114.42,14043,927204
14d,4/04/19,Outward,100933860,1793340,33927,253,4315,5006,88,56.28,16911,1877641
14d,4/04/19,Risk of Rain 2,95886600,4216080,39442,871,14951,4756,209,22.74,13317,1744806
14d,4/04/19,Super Smash Bros. Ultimate,95468040,2861220,32812,353,7564,4735,141,33.37,48279,1930898
14d,4/04/19,FINAL FANTASY XIV Online,88072200,4120860,132239,525,8070,4368,204,21.37,26529,2144852
14d,4/04/19,Rocket League,87950640,6743520,37946,603,33812,4362,334,13.04,61266,1806110
14d,4/04/19,World of Tanks,84291420,3140220,20075,366,6038,4181,155,26.84,20593,1870780
14d,4/04/19,Destiny 2,81672300,8038920,9202,814,18243,4051,398,10.16,35588,1107081
14d,4/04/19,ASMR,79362840,1065120,22549,73,909,3936,52,74.51,31965,961158
14d,4/04/19,MLB The Show 19,76526460,996960,26978,326,5508,3795,49,76.76,28189,1196771
14d,4/04/19,Tropico 6,73066800,683280,30684,160,1934,3624,33,106.94,6638,1608231
14d,4/04/19,Escape From Tarkov,72239400,4110720,17436,367,6265,3583,203,17.57,26972,1336493
14d,4/04/19,Black Desert Online,69206760,3575280,5975,264,5669,3432,177,19.36,26835,1633798
14d,4/04/19,Warcraft III: The Frozen Throne,64532340,1141200,10148,97,1642,3201,56,56.55,7078,1254934
14d,4/04/19,Street Fighter V,64198020,822660,50356,83,2138,3184,40,78.04,8380,1913696
14d,4/04/19,Heroes of the Storm,59318880,2211780,13775,194,4359,2942,109,26.82,8101,1384966
14d,4/04/19,NBA 2K19,56753640,6342540,33120,686,20356,2815,314,8.95,50656,1106283
14d,4/04/19,Mortal Kombat 11,53441220,501900,54538,201,1976,2650,24,106.48,20438,1083206
14d,4/04/19,Rust,52975740,2699880,34709,268,6136,2627,133,19.62,28112,913716
14d,4/04/19,Smite,50389380,3505200,5507,326,8620,2499,173,14.38,15206,681063
30d,2/24/19,League of Legends,"6,470,000,000","124,000,000","387,330","5,322","184,062","149,876","2,869",52,"1,636,045","126,000,000"
30d,2/24/19,Apex Legends,"6,360,000,000","281,000,000","666,868","18,932","599,854","147,188","6,493",23,"2,512,576","117,000,000"
30d,2/24/19,Fortnite,"5,640,000,000","493,000,000","658,887","67,544","866,367","130,512","11,412",11,"5,477,969","90,128,357"
30d,2/24/19,Dota 2,"3,320,000,000","34,410,960","444,825","1,601","45,819","76,893",796,97,"515,012","56,643,715"
30d,2/24/19,Just Chatting,"3,280,000,000","46,740,720","182,185","2,336","127,319","75,881","1,081",70,"1,777,933","81,119,132"
30d,2/24/19,Counter-Strike: Global Offensive,"2,790,000,000","51,110,580","472,625","2,640","132,879","64,627","1,183",55,"1,049,994","67,972,719"
30d,2/24/19,World of Warcraft,"1,580,000,000","45,044,220","211,037","2,849","48,396","36,578","1,042",35,"395,322","35,369,729"
30d,2/24/19,Overwatch,"1,400,000,000","51,479,940","289,347","2,784","116,283","32,388","1,191",27,"509,147","25,174,497"
30d,2/24/19,Resident Evil 2,"1,310,000,000","47,558,460","314,244","6,488","97,383","30,224","1,100",27,"290,374","22,902,239"
30d,2/24/19,PLAYERUNKNOWN'S BATTLEGROUNDS,"1,250,000,000","56,241,480","98,146","2,450","91,437","28,929","1,301",22,"647,389","30,058,730"
30d,2/24/19,Hearthstone,"932,000,000","8,253,360","75,403",327,"16,453","21,572",191,113,"132,789","15,692,269"
30d,2/24/19,Tom Clancy's Rainbow Six: Siege,"784,000,000","43,812,840","223,099","2,244","121,977","18,138","1,014",18,"414,332","12,407,227"
30d,2/24/19,Grand Theft Auto V,"767,000,000","22,452,120","70,678","1,190","49,929","17,748",519,34,"350,931","13,044,590"
30d,2/24/19,FIFA 19,"762,000,000","17,480,940","97,961","1,082","48,875","17,628",404,44,"350,346","12,984,198"
30d,2/24/19,Call of Duty: Black Ops 4,"662,000,000","66,187,440","112,710","4,593","119,878","15,333","1,532",10,"325,169","9,407,515"
30d,2/24/19,Anthem,"661,000,000","23,133,660","328,923","4,275","57,483","15,295",535,29,"143,985","14,035,442"
30d,2/24/19,Sea of Thieves,"511,000,000","18,040,380","115,071","1,538","34,100","11,824",417,28,"146,071","6,204,065"
30d,2/24/19,Dead by Daylight,"500,000,000","24,572,880","50,797","1,087","42,313","11,578",568,20,"166,324","7,751,945"
30d,2/24/19,Super Smash Bros. Ultimate,"462,000,000","8,109,780","168,665",566,"15,995","10,702",187,57,"193,019","8,115,547"
30d,2/24/19,Old School RuneScape,"428,000,000","7,381,320","34,040",290,"11,282","9,906",170,58,"115,057","4,816,739"
30d,2/24/19,Minecraft,"425,000,000","22,138,320","82,949","1,008","56,270","9,839",512,19,"228,997","7,652,329"
30d,2/24/19,Kingdom Hearts III,"418,000,000","19,272,900","108,590","3,855","26,201","9,684",446,22,"78,377","7,314,737"
30d,2/24/19,Magic: The Gathering,"389,000,000","5,800,740","55,197",266,"9,752","8,996",134,67,"85,979","6,377,591"
30d,2/24/19,Slots,"373,000,000","2,704,500","60,622",128,"3,021","8,644",62,138,"54,471","3,036,559"
30d,2/24/19,Metro Exodus,"351,000,000","6,803,640","154,978","1,593","16,780","8,136",157,52,"194,604","6,107,211"
30d,2/24/19,Music & Performing Arts,"334,000,000","12,706,440","29,235",421,"14,041","7,739",294,26,"183,418","5,483,628"
30d,2/24/19,StarCraft II,"333,000,000","3,980,580","39,379",149,"6,256","7,699",92,84,"54,513","10,087,567"
30d,2/24/19,Talk Shows & Podcasts,"270,000,000","4,156,080","95,071",609,"13,578","6,246",96,65,"135,884","9,329,445"
30d,2/24/19,Poker,"268,000,000","3,691,740","31,582",215,"3,732","6,204",85,73,"60,965","5,267,219"
30d,2/24/19,Rocket League,"254,000,000","15,438,480","65,788",734,"56,843","5,881",357,16,"181,534","5,969,316"
30d,2/24/19,Path of Exile,"243,000,000","5,718,780","21,634",314,"7,620","5,622",132,42,"65,549","3,624,960"
30d,2/24/19,Art,"242,000,000","14,997,840","16,357",564,"27,008","5,596",347,16,"152,859","5,698,921"
30d,2/24/19,Escape From Tarkov,"216,000,000","12,015,120","26,278",656,"12,979","5,000",278,18,"69,222","4,220,900"
30d,2/24/19,ATLAS,"208,000,000","5,054,580","17,373",284,"4,456","4,809",117,41,"34,477","2,683,837"
30d,2/24/19,World of Tanks,"204,000,000","8,143,440","15,057",466,"11,196","4,717",188,25,"66,651","4,193,766"
30d,2/24/19,Destiny 2,"195,000,000","18,733,860","36,227","1,489","35,747","4,524",433,10,"75,044","2,858,560"
30d,2/24/19,Black Desert Online,"168,000,000","7,588,260","12,841",286,"8,374","3,888",175,22,"46,848","3,686,959"
30d,2/24/19,Tom Clancy's The Division 2,"164,000,000","5,418,300","107,475","2,653","23,522","3,803",125,30,"38,287","5,258,084"
30d,2/24/19,ASMR,"159,000,000","2,170,740","9,293",71,"1,664","3,673",50,73,"43,799","1,588,514"
30d,2/24/19,NBA 2K19,"142,000,000","14,714,160","43,230",756,"35,610","3,277",340,10,"111,542","1,312,320"
30d,2/24/19,Games + Demos,"140,000,000","2,182,080","29,096",108,"6,827","3,231",50,64,"19,072","2,589,245"
30d,2/24/19,Warcraft III: The Frozen Throne,"128,000,000","2,078,580","25,581",91,"2,254","2,972",48,62,"11,713","1,636,996"
30d,2/24/19,Chess,"127,000,000","1,056,840","30,435",73,"1,441","2,946",24,120,"29,650","5,970,415"
30d,2/24/19,Heroes of Might and Magic III: The Shadow of Death,"124,000,000","725,460","18,959",44,754,"2,879",16,171,"14,131","2,198,529"
30d,2/24/19,Knight Online,"124,000,000","1,321,080","20,462",81,"1,596","2,861",30,94,"108,552","4,857,414"
30d,2/24/19,FINAL FANTASY XIV Online,"121,000,000","8,284,920","84,888",534,"11,822","2,797",191,15,"27,784","2,116,125"
30d,2/24/19,Far Cry: New Dawn,"117,000,000","2,377,620","54,881",558,"8,274","2,701",55,49,"25,581","2,892,924"
30d,2/24/19,Dungeons & Dragons,"115,000,000","2,330,700","56,390",210,"3,828","2,665",53,49,"24,997","2,641,324"
30d,2/24/19,Smite,"107,000,000","6,752,400","10,306",302,"12,967","2,488",156,16,"26,896","1,511,688"
30d,2/24/19,Dragon Ball FighterZ,"103,000,000","2,074,560","90,224",191,"8,133","2,393",48,50,"34,677","4,050,345"
30d,2/25/19,Apex Legends,"6,570,000,000","293,000,000","666,868","18,932","617,166","152,075","6,793",22,"2,600,733","121,000,000"
30d,2/25/19,League of Legends,"6,470,000,000","122,000,000","387,330","5,078","182,700","149,792","2,830",53,"1,636,937","126,000,000"
30d,2/25/19,Fortnite,"5,660,000,000","495,000,000","658,887","67,544","871,718","131,094","11,457",11,"5,544,750","90,367,806"
30d,2/25/19,Dota 2,"3,320,000,000","34,501,680","444,825","1,601","45,964","76,927",798,96,"512,365","57,390,837"
30d,2/25/19,Just Chatting,"3,310,000,000","46,895,940","182,185","2,336","127,471","76,702","1,085",71,"1,801,136","82,150,889"
30d,2/25/19,Counter-Strike: Global Offensive,"2,900,000,000","50,859,120","472,625","2,640","132,477","67,243","1,177",57,"1,065,858","69,523,512"
30d,2/25/19,World of Warcraft,"1,590,000,000","44,949,900","211,037","2,849","48,347","36,695","1,040",35,"394,363","35,758,277"
30d,2/25/19,Overwatch,"1,480,000,000","50,554,800","289,347","2,580","114,877","34,237","1,170",29,"512,976","26,236,214"
30d,2/25/19,PLAYERUNKNOWN'S BATTLEGROUNDS,"1,230,000,000","55,587,120","98,146","2,450","90,224","28,574","1,286",22,"645,283","29,858,466"
30d,2/25/19,Resident Evil 2,"1,070,000,000","42,566,280","234,591","6,396","91,423","24,653",985,25,"246,089","19,194,723"
30d,2/25/19,Hearthstone,"933,000,000","8,217,060","75,403",327,"16,414","21,595",190,114,"133,046","15,769,919"
30d,2/25/19,Grand Theft Auto V,"787,000,000","22,729,320","75,579","1,190","50,452","18,209",526,35,"355,655","13,359,400"
30d,2/25/19,Tom Clancy's Rainbow Six: Siege,"777,000,000","43,791,720","223,099","2,244","122,411","17,979","1,013",18,"413,563","12,103,898"
30d,2/25/19,FIFA 19,"752,000,000","17,420,580","97,961","1,082","48,556","17,395",403,43,"341,717","13,114,854"
30d,2/25/19,Call of Duty: Black Ops 4,"657,000,000","65,221,560","112,710","4,593","119,095","15,217","1,509",10,"328,251","9,515,875"
30d,2/25/19,Anthem,"598,000,000","23,733,360","145,975","3,940","57,154","13,845",549,25,"123,428","12,068,665"
30d,2/25/19,Super Smash Bros. Ultimate,"500,000,000","8,047,500","168,665",566,"15,928","11,566",186,62,"202,242","9,089,333"
30d,2/25/19,Dead by Daylight,"499,000,000","24,449,760","50,797","1,087","42,119","11,554",565,20,"166,020","7,765,323"
30d,2/25/19,Sea of Thieves,"486,000,000","17,562,180","115,071","1,538","33,350","11,245",406,28,"138,653","6,075,108"
30d,2/25/19,Old School RuneScape,"429,000,000","7,395,360","34,040",290,"11,261","9,936",171,58,"121,771","4,940,535"
30d,2/25/19,Minecraft,"424,000,000","22,268,940","82,949","1,008","56,665","9,808",515,19,"232,224","7,760,946"
30d,2/25/19,Kingdom Hearts III,"413,000,000","19,293,660","108,590","3,855","26,222","9,556",446,21,"77,492","7,217,406"
30d,2/25/19,Magic: The Gathering,"407,000,000","5,740,680","60,503",266,"9,691","9,417",132,71,"86,130","6,519,713"
30d,2/25/19,Slots,"359,000,000","2,666,760","44,412",121,"3,048","8,309",61,135,"54,186","2,933,203"
30d,2/25/19,Metro Exodus,"358,000,000","7,298,100","154,978","1,593","17,764","8,290",168,49,"195,954","6,246,775"
30d,2/25/19,StarCraft II,"335,000,000","4,009,800","39,379",156,"6,289","7,755",92,84,"55,166","10,376,856"
30d,2/25/19,Music & Performing Arts,"334,000,000","12,756,420","29,235",421,"14,067","7,724",295,26,"184,319","5,513,127"
30d,2/25/19,Poker,"274,000,000","3,720,300","31,582",215,"3,743","6,353",86,74,"61,492","5,401,166"
30d,2/25/19,Talk Shows & Podcasts,"271,000,000","4,171,260","95,071",609,"13,566","6,275",96,65,"136,593","9,088,588"
30d,2/25/19,Rocket League,"260,000,000","15,470,700","65,788",734,"57,138","6,010",358,17,"184,148","5,932,085"
30d,2/25/19,Art,"245,000,000","14,997,180","16,357",564,"27,100","5,665",347,16,"154,458","5,707,988"
30d,2/25/19,Path of Exile,"239,000,000","5,576,040","21,634",314,"7,458","5,537",129,43,"30,793","3,590,028"
30d,2/25/19,Escape From Tarkov,"215,000,000","11,860,860","26,278",656,"12,852","4,967",274,18,"68,608","4,214,686"
30d,2/25/19,World of Tanks,"206,000,000","8,159,040","15,421",466,"11,191","4,770",188,25,"66,642","4,208,868"
30d,2/25/19,ATLAS,"199,000,000","4,920,660","17,373",284,"4,316","4,617",113,41,"33,342","2,485,076"
30d,2/25/19,Destiny 2,"191,000,000","18,568,800","36,227","1,489","35,430","4,427",429,10,"74,179","2,807,459"
30d,2/25/19,Black Desert Online,"169,000,000","7,564,620","12,841",286,"8,315","3,900",175,22,"46,631","3,693,540"
30d,2/25/19,Tom Clancy's The Division 2,"164,000,000","5,420,220","107,475","2,653","23,525","3,803",125,30,"38,287","5,257,785"
30d,2/25/19,ASMR,"159,000,000","2,158,680","9,293",71,"1,665","3,690",49,74,"44,876","1,634,326"
30d,2/25/19,Games + Demos,"148,000,000","2,199,900","29,096",108,"6,815","3,437",50,68,"20,323","2,713,535"
30d,2/25/19,NBA 2K19,"143,000,000","14,889,300","43,230",756,"35,971","3,298",344,10,"112,424","1,328,839"
30d,2/25/19,Warcraft III: The Frozen Throne,"132,000,000","2,081,820","29,556",91,"2,263","3,061",48,64,"11,943","1,716,462"
30d,2/25/19,Heroes of Might and Magic III: The Shadow of Death,"125,000,000","730,020","18,959",44,751,"2,893",16,171,"14,475","2,220,310"
30d,2/25/19,Far Cry: New Dawn,"123,000,000","2,553,000","54,881",558,"8,777","2,841",59,48,"26,564","2,995,745"
30d,2/25/19,Knight Online,"122,000,000","1,297,380","20,462",73,"1,593","2,818",30,94,"106,351","4,795,822"
30d,2/25/19,FINAL FANTASY XIV Online,"122,000,000","8,370,540","84,888",534,"11,919","2,817",193,15,"28,120","2,142,587"
30d,2/25/19,Chess,"120,000,000","1,042,560","30,435",62,"1,443","2,778",24,115,"29,027","5,694,619"
30d,2/25/19,Smite,"108,000,000","6,777,060","10,306",302,"12,958","2,494",156,16,"27,116","1,524,565"
30d,2/25/19,Dungeons & Dragons,"106,000,000","2,398,200","56,390",210,"3,884","2,453",55,44,"24,311","2,660,756"
30d,2/25/19,Dragon Ball FighterZ,"104,000,000","2,058,120","90,224",191,"8,030","2,401",47,50,"34,830","4,053,237"
30d,2/26/19,Apex Legends,"6,810,000,000","304,000,000","666,868","18,932","630,411","157,635","7,039",22,"2,697,130","126,000,000"
30d,2/26/19,League of Legends,"6,340,000,000","120,000,000","387,330","5,078","181,159","146,818","2,784",53,"1,624,968","124,000,000"
30d,2/26/19,Fortnite,"5,630,000,000","483,000,000","658,887","67,544","864,101","130,291","11,176",12,"5,481,639","89,498,295"
